issuekey,title,description,storypoint
USERGRID-350,"Cannot build Android SDK","I cannot build the Android SDK in Usergrid 1.0.1.    Printouts with build_sdk_zip.sh modified with ""-U"" and ""-e"" options added (""mvn clean install -U -e""):    ubuntu@ubuntu-VirtualBox:~/Downloads/incubator-usergrid-master/sdks/android$ ./build_release_zip.sh 0.0.8  [INFO] Error stacktraces are turned on.  [INFO] Scanning for projects...  Downloading: http://repo.maven.apache.org/maven2/org/apache/usergrid/usergrid/1.0.0/usergrid-1.0.0.pom  [ERROR] The build could not read 1 project -> [Help 1]  org.apache.maven.project.ProjectBuildingException: Some problems were encountered while processing the POMs:  [FATAL] Non-resolvable parent POM: Could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 27, column 10      org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:364)    org.apache.maven.DefaultMaven.collectProjects(DefaultMaven.java:672)    org.apache.maven.DefaultMaven.getProjectsForMavenReactor(DefaultMaven.java:663)    org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:250)    org.apache.maven.DefaultMaven.execute(DefaultMaven.java:155)    org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)    org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)    org.apache.maven.cli.MavenCli.main(MavenCli.java:157)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:606)    org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)    org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)    org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)    org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356)  [ERROR]     [ERROR]   The project org.apache.usergrid:usergrid-android:0.0.8 (/home/ubuntu/Downloads/incubator-usergrid-master/sdks/android/pom.xml) has 1 error  [ERROR]     Non-resolvable parent POM: Could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 27, column 10 -> [Help 2]  org.apache.maven.model.resolution.UnresolvableModelException: Could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http://repo.maven.apache.org/maven2)    org.apache.maven.project.ProjectModelResolver.resolveModel(ProjectModelResolver.java:159)    org.apache.maven.model.building.DefaultModelBuilder.readParentExternally(DefaultModelBuilder.java:817)    org.apache.maven.model.building.DefaultModelBuilder.readParent(DefaultModelBuilder.java:669)    org.apache.maven.model.building.DefaultModelBuilder.build(DefaultModelBuilder.java:307)    org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:411)    org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:380)    org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:344)    org.apache.maven.DefaultMaven.collectProjects(DefaultMaven.java:672)    org.apache.maven.DefaultMaven.getProjectsForMavenReactor(DefaultMaven.java:663)    org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:250)    org.apache.maven.DefaultMaven.execute(DefaultMaven.java:155)    org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)    org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)    org.apache.maven.cli.MavenCli.main(MavenCli.java:157)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:606)    org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)    org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)    org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)    org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356)  Caused by: org.eclipse.aether.resolution.ArtifactResolutionException: Could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http://repo.maven.apache.org/maven2)    org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:459)    org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:262)    org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:239)    org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:295)    org.apache.maven.project.ProjectModelResolver.resolveModel(ProjectModelResolver.java:155)  	... 21 more  Caused by: org.eclipse.aether.transfer.ArtifactNotFoundException: Could not find artifact org.apache.usergrid:usergrid:pom:1.0.0 in central (http://repo.maven.apache.org/maven2)    org.eclipse.aether.connector.wagon.WagonRepositoryConnector$6.wrap(WagonRepositoryConnector.java:1012)    org.eclipse.aether.connector.wagon.WagonRepositoryConnector$6.wrap(WagonRepositoryConnector.java:1004)    org.eclipse.aether.connector.wagon.WagonRepositoryConnector$GetTask.run(WagonRepositoryConnector.java:725)    org.eclipse.aether.util.concurrency.RunnableErrorForwarder$1.run(RunnableErrorForwarder.java:67)    java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)    java.lang.Thread.run(Thread.java:745)  [ERROR]   [ERROR] Re-run Maven using the -X switch to enable full debug logging.  [ERROR]   [ERROR] For more information about the errors and possible solutions, please read the following articles:  [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/ProjectBuildingException  [ERROR] [Help 2] http://cwiki.apache.org/confluence/display/MAVEN/UnresolvableModelException  ubuntu@ubuntu-VirtualBox:~/Downloads/incubator-usergrid-master/sdks/android$         ",3
USERGRID-360,"Fix ImportIT REST tests",NULL,2
USERGRID-361,"Create REST test for app delete",NULL,2
USERGRID-371,"Ensure that all services that use amazon keys are using the same identifier for those amazon keys.","Currently the way notifications looks for access and secret keys is different from the way that export and import services look for keys. This needs to be changed so that we all look for the same name of the keys.",3
USERGRID-372,"Usergrid ignores the IF HTTP headers","I want to make sure that I don't override changes by accident, so I want to use the [{{If-Unmodified-Since}} HTTP header|http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.28].   I expect that the server will give me a 412 (Precondition Failed) error when the data where changed in the meantime. However nothings happens and the data will been always overridden. There is no way to detect changes, even a check before writing could cause a data loss. That should been fixed IMHO.  Also the [{{If-Modified-Since}} HTTP header|http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.25] would be great to have, I know that I can do that with the CQL too, but a 304 response is faster to detect than a empty result body.",3
USERGRID-375,"Implement test for resume import",NULL,3
USERGRID-379,"SQS QueueManager implementation","The Usergrid QueueManager is pluggable.   We would like to add an SQS implementation.",1
USERGRID-380,"Cannot delete data with a non admin role","I have a collection which contains data which cannot been deleted from a regular user.    I setup this set of permissions:  get,put,post,delete:/users/${user}/*  delete:/users/${user}/entered/day/**    Insert:  POST /org/app/users/foobar/entered/day {""value"":42}    Delete:  DELETE /org/app/users/foobar/entered/day/<<uuid>>    I can only post/put/get data which belong to the current user, but I cannot delete the data at all, with the admin role this works fine. I think that is a bug. Please check that.    ",3
USERGRID-381,"3 Change serialization format that is used to store entities in Cassandra",NULL,3
USERGRID-382,"Clean up migration code (move from Core to CP)","Refactor the data migrations to move from Core to Core Persistence for Entity Storage ",3
USERGRID-383,"Create Service integration tests for Import","Create Service integration tests  - error checking    - send bad data    - check http status codes    - check exception codes     ",5
USERGRID-384,"Get import to work on a distributed system","1. write code and tests 2. test on a distributed system",3
USERGRID-385,"Change import/export format to support multiple collections",NULL,5
USERGRID-386,"Change the path for getting status for Import job",NULL,2
USERGRID-387,"Migrate Import service tests to rest tests to better emulate end to end testing","Migrate relevant ImportCollectionIT and ImportServiceIT tests to the rest tier such that we have better end to end coverage of the system. Having all of our integration tests in the service tier means that there is still room for error when we go back up into the REST tier.",3
USERGRID-388,"Fix Import Resource endpoint to use services to lookup import information","It's not possible to perform standard collection/connection walking from org/app/import endpoints.  Fix this using overridden services. ",3
USERGRID-390,"Issues with paging in the query system need to be addressed by meaningful changes","A recently discovered bug in searching connections has uncovered some incomplete code in the reducer.  We're currently mixing 2.0 impl with 1.0. I will be removing old unused 1.0 code, as well as refactoring some of our 2.0 code to be easier to maintain.  ",8
USERGRID-393,"Create Batch Spike for Elastic Search (Todd)",NULL,3
USERGRID-395,"Reset Superuser password -> Create flag to set superuser access to usergrid instances","We have a superuser endpoint that only works with a system access token. The problem is it can only be accessed with a system access token! Thus when we start up a tomcat we want a flag that can set the superuser access. Also fix the tools so that we can use the superuser admin tool from the command line.",5
USERGRID-396,"Create UniqueIndexCleanup tool that works with 2.0","Current instance of tools don't work correctly with 2.0.   This should have a RESTful endpoint that is trigged with a PUT.  We should have something like this endpoint.  Check all unique values across the entire system => PUT /system/database/unqiuecheck Check all unique values across a single applications => PUT /system/database/uniquecheck/[appid] Check all unique values in a single collection => PUT /system/database/uniquecheck/[appid]/[collectionname]  Check a specific unique value for a collection.  PUT=>  system/database/uniquecheck/[appid]/[collectionname]/[unique value]    The unique check will need to audit the unique index, and ensure that the unique value exists for the entity specified. If the entity does not exist, they should be removed.  I think we should implement specific property cleanup first, then implement the other operations as an input of Observables  ",3
USERGRID-398,"Create interface layout of new graph traversal read framework and write initial tests",NULL,3
USERGRID-399,"Create interfaces for results processing and write intial tests",NULL,3
USERGRID-400,"Implement read interfaces",NULL,5
USERGRID-401,"Implement write interfaces",NULL,5
USERGRID-402,"[SPIKE] Remove old dictionary calls with Hector and migrate to the map module",NULL,1
USERGRID-403,"[SPIKE] Migrate counters from Hector to Astyanax","We need to migrate our counters from Hector to a more reliable counter framework. This may initially be moving just the hector client to Astyanax, then migrating to something else in a later ticket.  ",3
USERGRID-405,"Fix hotspot from continuous writes of entities (Shawn)","Currently, performing a continuous PUT in 2.0 under heavy load causes a hotspot in our cassandra data.    Cause:  # Under load, entities can be PUT continuously # Asynchronous cleanups run and delete previous versions # These versions are retained in cassandra for long periods of time.  This causes severe row bloating before compaction occurs.  Solution:  For entity data, we only care about the current max version.  We should change this column family to store only the maximum data format.  We will need to keep the log of previous versions, so that we can bring ES into a consistent state ",1
USERGRID-406,"HTTP POST of Entity fails under heavy load","When running UG2 under heavy we sometimes see the exception below when a new Entity is created by an HTTP POST.    The problem seems to be that we write the Entity. Then when we add-to-collection and validate the Entity, we read the Entity but it is not ready for us to read yet -- so the read fails.    Instead of re-reading the Entity, we should pass the Entity that we created down into the add-to-collection and validate methods. We should not need to read the Entity in the processing of the request that created it.      java.lang.NullPointerException    org.apache.usergrid.corepersistence.CpEntityManager.validate(CpEntityManager.java:856)    org.apache.usergrid.corepersistence.CpEntityManager.validate(CpEntityManager.java:842)    org.apache.usergrid.corepersistence.CpEntityManager.getDictionaryAsMap(CpEntityManager.java:1094)    org.apache.usergrid.corepersistence.CpEntityManager.getDictionaryAsSet(CpEntityManager.java:1017)    org.apache.usergrid.services.AbstractService.getConnectingTypesSet(AbstractService.java:505)    org.apache.usergrid.services.AbstractService.importEntity(AbstractService.java:364)    org.apache.usergrid.services.AbstractService.importEntity(AbstractService.java:333)    org.apache.usergrid.services.AbstractCollectionService.postCollection(AbstractCollectionService.java:394)    org.apache.usergrid.services.AbstractService.invokeCollection(AbstractService.java:720)    org.apache.usergrid.services.AbstractService.invoke(AbstractService.java:634)    org.apache.usergrid.services.AbstractService.invoke(AbstractService.java:544)    org.apache.usergrid.services.ServiceRequest.execute(ServiceRequest.java:226)    org.apache.usergrid.services.ServiceRequest.execute(ServiceRequest.java:193)    org.apache.usergrid.rest.applications.ServiceResource.executeServiceRequest(ServiceResource.java:251)    org.apache.usergrid.rest.applications.ServiceResource.executePost(ServiceResource.java:401)    sun.reflect.GeneratedMethodAccessor136.invoke(Unknown Source)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:606)    com.sun.jersey.spi.container.JavaMethodInvokerFactory$1.invoke(JavaMethodInvokerFactory.java:60)",3
